City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
338,Nuuk,64.1835,-51.7216,43.41,75,75,25.32,GL,broken clouds
339,Taltal,-25.4,-70.4833,59.7,73,0,4.38,CL,clear sky
340,Rio Grande,-32.035,-52.0986,62.71,86,99,19.82,BR,overcast clouds
341,Coquimbo,-29.9533,-71.3436,53.33,93,20,6.91,CL,few clouds
342,Amberley,39.2048,-84.428,42.76,53,100,8.05,US,overcast clouds
343,Stornoway,58.2093,-6.3865,45.03,94,16,2.3,GB,few clouds
344,Tiznit,29.5833,-9.5,79.93,25,99,9.51,MA,overcast clouds
345,Kharar,30.7444,76.6478,66.27,68,0,4.14,IN,clear sky
346,San Felipe,10.3399,-68.7425,72.9,98,95,1.81,VE,overcast clouds
347,Labuhan,-6.8844,112.2051,81.41,75,100,11.05,ID,light rain
348,Ureki,41.9956,41.7786,66.16,88,65,14.34,GE,broken clouds
349,Tual,-5.6667,132.75,83.71,74,98,4.56,ID,overcast clouds
350,Ceres,37.5949,-120.9577,77.81,51,0,6.91,US,clear sky
351,Kaitangata,-46.2817,169.8464,53.11,48,43,14.07,NZ,scattered clouds
352,Morwell,-38.2333,146.4,60.4,37,100,3.29,AU,overcast clouds
353,Yaguaron,-25.6,-57.3,71.55,76,97,9.15,PY,overcast clouds
354,Kainantu,-6.2887,145.8655,74.89,60,88,4.94,PG,overcast clouds
355,Bahia Blanca,-38.7196,-62.2724,59.54,52,100,8.99,AR,overcast clouds
356,Abu Dhabi,24.4667,54.3667,84.22,88,100,2.3,AE,overcast clouds
357,Belaya,49.029,25.7706,49.75,60,15,6.58,UA,few clouds
358,Mukhen,48.1,136.1,36.81,62,39,11.65,RU,scattered clouds
359,Maceio,-9.6658,-35.7353,74.64,94,75,6.91,BR,broken clouds
360,Saint Anthony,45.0205,-93.218,33.73,52,100,14.97,US,overcast clouds
361,Mandalgovi,45.7625,106.2708,36.97,21,0,6.6,MN,clear sky
362,Aranos,-24.1333,19.1167,62.26,61,49,8.28,NA,scattered clouds
363,Vila Franca Do Campo,37.7167,-25.4333,57.61,72,37,20.2,PT,light rain
364,Riyadh,24.6877,46.7219,69.94,15,100,4.94,SA,overcast clouds
365,Inirida,3.8653,-67.9239,73.65,97,98,0.34,CO,overcast clouds
366,Wynyard,-41.0,145.7167,57.97,66,100,6.76,AU,overcast clouds
367,Port Macquarie,-31.4333,152.9167,71.89,74,98,11.43,AU,overcast clouds
368,Singkang,2.1006,102.7994,78.71,87,100,1.07,MY,overcast clouds
369,Lulea,65.5842,22.1547,35.67,93,100,6.91,SE,overcast clouds
370,Aviles,43.5547,-5.9248,61.93,99,0,2.3,ES,clear sky
371,Ambon,-3.6954,128.1814,87.94,70,20,4.61,ID,few clouds
372,Jardim,-21.4803,-56.1381,68.47,95,100,6.96,BR,overcast clouds
373,Osakarovka,50.565,72.5692,32.41,60,100,8.97,KZ,overcast clouds
374,Asosa,10.0667,34.5333,59.49,97,100,1.12,ET,overcast clouds
375,Mahendranagar,28.9167,80.3333,67.6,89,0,3.85,NP,clear sky
376,Holbeach,52.804,0.0144,50.02,90,0,8.05,GB,clear sky
377,Aykhal,66.0,111.5,19.09,95,100,3.98,RU,overcast clouds
378,Balaghat,21.8,80.1833,70.18,94,1,3.38,IN,clear sky
379,Paramonga,-10.6667,-77.8333,61.38,84,10,8.25,PE,clear sky
380,Kirkkonummi,60.1238,24.4385,49.1,100,100,9.91,FI,light rain
381,Hirara,24.8,125.2833,73.26,88,75,32.21,JP,mist
382,Girona,41.9831,2.8249,69.24,94,40,3.44,ES,scattered clouds
383,Hasaki,35.7333,140.8333,61.21,84,100,27.34,JP,light rain
384,Champerico,14.3,-91.9167,79.75,86,100,12.48,GT,light rain
385,Duluth,46.7833,-92.1066,32.29,61,40,21.85,US,scattered clouds
386,Muncar,-8.4333,114.3333,79.03,87,100,1.79,ID,overcast clouds
387,Camacari,-12.6975,-38.3242,78.57,90,1,4.88,BR,clear sky
388,Buta,2.7858,24.73,68.92,95,100,1.19,CD,overcast clouds
389,Tessalit,20.1986,1.0114,80.31,23,9,12.21,ML,clear sky
390,Bay Roberts,47.5999,-53.2648,60.33,95,100,3.0,CA,overcast clouds
391,Nara,34.6851,135.8049,68.5,45,9,6.17,JP,clear sky
392,Half Moon Bay,37.4636,-122.4286,73.31,68,0,17.27,US,clear sky
393,Port-Gentil,-0.7193,8.7815,78.8,84,100,11.95,GA,moderate rain
394,Bocas Del Toro,9.3333,-82.25,80.92,77,80,4.59,PA,broken clouds
395,Itarema,-2.9248,-39.9167,78.89,81,84,18.34,BR,broken clouds
396,Ayame,5.6083,-3.1563,73.36,96,100,2.28,CI,overcast clouds
397,Chuzhou,32.3219,118.2978,56.19,34,0,8.25,CN,clear sky
398,Kyren,51.6828,102.1408,41.77,44,100,1.21,RU,overcast clouds
399,Chara,56.9064,118.2631,23.45,64,29,1.99,RU,scattered clouds
400,Sieut,46.9833,24.65,48.88,83,9,2.82,RO,clear sky
401,Vanimo,-2.6741,141.3028,84.69,71,92,4.12,PG,overcast clouds
402,Sao Joao Da Barra,-21.6403,-41.0511,75.29,88,100,16.17,BR,overcast clouds
403,Beyneu,45.3167,55.2,47.97,66,0,6.24,KZ,clear sky
404,Qaqortoq,60.7167,-46.0333,32.81,68,100,4.07,GL,overcast clouds
405,Fasa,28.9383,53.6482,58.24,29,0,0.0,IR,clear sky
406,Khuzhir,53.1939,107.3397,36.88,71,100,9.1,RU,overcast clouds
407,Rognan,67.0953,15.3878,41.56,97,100,4.36,NO,overcast clouds
408,Eureka,40.8021,-124.1637,65.59,77,100,2.59,US,overcast clouds
409,Longyearbyen,78.2186,15.6401,19.24,86,20,3.44,SJ,few clouds
410,Karachi,24.9056,67.0822,69.62,83,2,0.0,PK,clear sky
411,Tambura,5.6,27.4667,67.78,96,93,1.28,SS,overcast clouds
412,Te Anau,-45.4167,167.7167,50.86,49,80,8.46,NZ,broken clouds
413,Zonguldak,41.25,31.8333,52.5,94,98,1.32,TR,overcast clouds
414,Kuala Terengganu,5.3302,103.1408,83.98,94,20,2.3,MY,few clouds
415,Husavik,66.0449,-17.3389,32.23,76,16,12.3,IS,few clouds
416,Pangody,65.85,74.4859,36.23,93,100,8.57,RU,overcast clouds
417,San Cristobal,7.7669,-72.225,69.98,97,100,0.83,VE,overcast clouds
418,Tasiilaq,65.6145,-37.6368,32.16,69,100,4.43,GL,overcast clouds
419,Felipe Carrillo Puerto,19.5833,-88.05,75.67,89,98,3.18,MX,overcast clouds
420,Galveston,29.3669,-94.9669,71.56,65,0,21.85,US,clear sky
421,Zarubino,42.63,131.0922,44.49,54,0,14.18,RU,clear sky
422,Lazarev,52.225,141.5131,35.22,66,87,27.31,RU,overcast clouds
423,Byron Bay,-28.65,153.6167,70.72,79,97,9.08,AU,light rain
424,Opelousas,30.5335,-92.0815,66.09,46,100,6.4,US,overcast clouds
425,Havoysund,70.9963,24.6622,41.23,71,100,28.34,NO,light rain
426,Iisalmi,63.5592,27.1907,35.64,98,42,5.64,FI,scattered clouds
427,Merauke,-8.4667,140.3333,84.49,72,100,10.4,ID,overcast clouds
428,Semey,50.4111,80.2275,37.62,81,0,4.47,KZ,clear sky
429,Havelock,34.8791,-76.9013,73.94,87,0,13.8,US,clear sky
430,Kuli,42.0185,47.2434,44.28,98,100,1.63,RU,light rain
431,Morgan City,29.6994,-91.2068,69.03,68,0,6.91,US,clear sky
432,Ucluelet,48.9329,-125.5528,62.91,80,100,6.6,CA,overcast clouds
433,Saravan,39.7196,45.6483,48.81,65,1,3.94,AM,clear sky
434,Logstor,56.9624,9.2583,51.98,84,5,16.49,DK,clear sky
435,Hengshui,37.7322,115.7011,53.73,29,0,8.41,CN,clear sky
436,Khani,41.9563,42.9566,53.17,99,100,2.84,GE,light rain
437,Trofors,65.5333,13.4063,35.47,91,100,4.65,NO,overcast clouds
438,Coari,-4.085,-63.1414,75.02,92,100,2.57,BR,overcast clouds
439,Syracuse,37.0881,15.2792,60.39,69,66,5.44,IT,broken clouds
440,Enshi,30.3,109.4833,59.86,67,5,0.6,CN,clear sky
441,Ambilobe,-13.2,49.05,66.34,76,2,4.14,MG,clear sky
442,Esil,51.9556,66.4042,38.88,83,100,6.13,KZ,overcast clouds
443,Abha,18.2164,42.5053,58.82,26,0,0.0,SA,clear sky
444,Volnovakha,47.601,37.4967,43.14,56,11,2.57,UA,few clouds
445,Shurugwi,-19.6702,30.0059,58.84,71,93,3.06,ZW,overcast clouds
446,Mildura,-34.2,142.15,67.06,53,100,8.08,AU,light rain
447,Bathsheba,13.2167,-59.5167,81.21,83,20,10.36,BB,few clouds
448,Benghazi,32.1167,20.0667,69.6,56,0,16.46,LY,clear sky
449,Sao Felix Do Xingu,-6.6447,-51.995,77.41,73,100,2.39,BR,light rain
450,Thyolo,-16.0678,35.1405,63.14,79,28,1.5,MW,scattered clouds
451,Thinadhoo,0.5333,72.9333,81.84,64,100,6.82,MV,overcast clouds
452,Oktyabrskiy,54.4815,53.471,40.26,73,100,12.86,RU,overcast clouds
453,Goundam,16.4145,-3.6708,89.44,16,57,7.81,ML,broken clouds
454,Sorong,-0.8833,131.25,84.51,70,100,1.99,ID,overcast clouds
455,Bhaderwah,32.9784,75.7186,49.44,72,0,2.28,IN,clear sky
456,Hobyo,5.3505,48.5268,77.67,85,55,14.25,SO,broken clouds
457,Ningyang,35.7642,116.7914,52.83,23,0,3.4,CN,clear sky
458,Ulaangom,49.9811,92.0667,35.08,52,100,2.42,MN,overcast clouds
459,Tefe,-3.3542,-64.7114,80.71,89,0,3.44,BR,clear sky
460,Zarautz,43.2844,-2.1699,67.95,85,4,9.84,ES,clear sky
461,Vestmannaeyjar,63.4427,-20.2734,41.7,72,21,7.74,IS,few clouds
462,Jizan,17.3333,42.6667,85.14,68,29,2.66,SA,scattered clouds
463,Lorengau,-2.0226,147.2712,83.43,77,98,10.87,PG,overcast clouds
464,Novooleksiyivka,46.2269,34.6428,49.35,61,6,7.9,UA,clear sky
465,Tadpatri,14.9167,78.0167,75.69,86,93,3.51,IN,overcast clouds
466,Concordia,-31.393,-58.0209,65.79,72,100,8.01,AR,overcast clouds
467,Grand Forks,47.9417,-97.4337,26.78,43,0,8.05,US,clear sky
468,Sioux Lookout,50.1001,-91.917,24.87,63,75,8.05,CA,broken clouds
469,Manicore,-5.8092,-61.3003,80.55,78,75,9.22,BR,broken clouds
470,Baykit,61.67,96.37,31.71,96,100,2.3,RU,overcast clouds
471,Ahuimanu,21.4447,-157.8378,87.51,53,75,10.36,US,broken clouds
472,Yerbogachen,61.2767,108.0108,29.1,74,100,6.24,RU,overcast clouds
473,Surt,31.2089,16.5887,71.64,70,40,5.44,LY,light rain
474,Mugla,37.2303,28.3557,51.31,86,28,6.38,TR,scattered clouds
475,Grand Gaube,-20.0064,57.6608,66.38,74,78,3.0,MU,broken clouds
476,San Nicolas,18.1725,120.5953,82.31,83,75,4.61,PH,broken clouds
477,Sinnamary,5.3833,-52.95,78.76,88,7,8.63,GF,clear sky
478,Montego Bay,18.4712,-77.9188,82.2,74,20,4.61,JM,few clouds
479,Homer,59.6425,-151.5483,48.78,77,100,5.99,US,overcast clouds
480,Kirakira,-10.4544,161.9205,85.51,68,22,6.91,SB,few clouds
481,Tottori,35.5,134.2333,57.27,82,75,24.16,JP,broken clouds
482,Sur,22.5667,59.5289,78.42,37,100,6.69,OM,overcast clouds
483,Kotelnikovo,47.6317,43.1461,43.68,54,0,2.53,RU,clear sky
484,Marieville,45.4334,-73.1658,52.88,87,100,9.98,CA,overcast clouds
485,Kazerun,29.6195,51.6541,70.45,30,13,3.83,IR,few clouds
486,Iqaluit,63.7506,-68.5145,29.93,68,75,10.36,CA,broken clouds
487,Kampong Thum,12.7111,104.8887,76.03,79,66,3.71,KH,broken clouds
488,Carauari,-4.8828,-66.8958,73.45,97,100,1.66,BR,heavy intensity rain
489,Pucara,-15.9803,-71.4606,35.73,56,5,0.65,PE,clear sky
490,Baishishan,43.5833,127.5667,39.27,51,0,6.64,CN,clear sky
491,Mitu,1.1983,-70.1733,72.32,98,89,0.13,CO,overcast clouds
492,Palana,59.1167,159.9667,31.66,89,100,6.22,RU,light snow
493,Bloomingdale,27.8936,-82.2404,79.12,88,0,3.44,US,clear sky
494,Novolakskoye,43.1195,46.4828,48.9,96,100,1.99,RU,moderate rain
495,The Valley,18.217,-63.0578,81.82,74,19,9.82,AI,few clouds
496,Rodionovo-Nesvetayskaya,47.6103,39.7121,47.55,60,1,2.84,RU,clear sky
497,Augustow,53.8432,22.9798,57.33,71,100,11.34,PL,overcast clouds
498,Tyrma,50.0833,132.1667,34.84,47,5,9.37,RU,clear sky
499,Menongue,-14.6585,17.691,63.91,68,100,0.92,AO,overcast clouds
500,Bethel,41.3712,-73.414,59.54,87,100,3.44,US,mist
501,Capreol,46.706,-80.9225,39.67,87,100,13.8,CA,light intensity shower rain
502,Los Algarrobos,8.5,-82.4333,73.81,94,100,3.44,PA,very heavy rain
503,Christchurch,-43.5333,172.6333,66.4,39,48,6.91,NZ,scattered clouds
504,Bud,39.447,-86.1758,41.68,64,12,13.18,US,few clouds
505,Senneterre,48.3835,-77.2328,44.22,92,100,10.54,CA,moderate rain
506,Preobrazheniye,42.9019,133.9064,44.82,51,3,7.7,RU,clear sky
507,Poim,53.0264,43.1872,44.28,83,100,11.12,RU,overcast clouds
508,Truckee,39.328,-120.1833,70.09,33,46,3.0,US,scattered clouds
509,Jaffna,9.6685,80.0074,81.55,80,100,16.89,LK,overcast clouds
510,Praia,14.9215,-23.5087,77.54,83,20,16.11,CV,few clouds
511,Westport,41.1415,-73.3579,64.38,81,75,10.36,US,broken clouds
512,Mezen,65.8522,44.24,42.82,87,100,14.72,RU,overcast clouds
513,Cherskiy,68.75,161.3,1.36,91,34,2.62,RU,scattered clouds
514,Kahului,20.8947,-156.47,89.62,63,40,19.57,US,scattered clouds
515,Sindor,62.8629,51.8905,41.45,89,100,9.28,RU,overcast clouds
516,Maues,-3.3836,-57.7186,73.96,95,100,0.31,BR,light rain
517,Roza,54.9163,61.4586,39.15,83,24,8.81,RU,few clouds
518,Anloga,5.7947,0.8973,79.18,83,85,6.44,GH,overcast clouds
519,Shimoda,34.6667,138.95,66.56,84,100,9.22,JP,overcast clouds
520,Singapore,1.2897,103.8501,80.64,83,40,4.61,SG,scattered clouds
521,San Quintin,30.4833,-115.95,68.36,81,0,17.43,MX,clear sky
522,Mirabad,30.4362,61.8383,70.5,24,0,12.15,AF,clear sky
523,Tatarsk,55.219,75.9828,39.16,81,100,11.65,RU,overcast clouds
524,Mullingar,53.5333,-7.35,38.68,91,100,4.65,IE,overcast clouds
525,Dalbandin,28.8947,64.4101,68.32,12,2,5.66,PK,clear sky
526,Bunia,1.5667,30.25,61.52,84,98,1.92,CD,overcast clouds
527,Xichang,27.8964,102.2634,56.79,66,86,1.52,CN,overcast clouds
528,Buenos Aires,-34.6132,-58.3772,61.99,84,40,19.57,AR,scattered clouds
529,Savannah Bight,16.45,-85.85,83.95,76,84,17.4,HN,broken clouds
530,Magistralnyy,56.1725,107.4458,30.51,60,100,4.79,RU,overcast clouds
531,San Jeronimo,-11.9472,-75.2829,47.55,84,100,2.8,PE,overcast clouds
532,Rio Gallegos,-51.6226,-69.2181,60.85,18,0,9.22,AR,clear sky
533,Kirkwood,38.5834,-90.4068,42.78,46,0,1.01,US,clear sky
534,Montefiascone,42.5393,12.0362,61.48,92,0,1.01,IT,clear sky
535,Tondano,1.3038,124.9112,71.69,59,100,1.21,ID,overcast clouds
536,Mastic Beach,40.7668,-72.8521,64.6,94,100,10.0,US,overcast clouds
537,Oulainen,64.2667,24.8,36.81,97,16,4.5,FI,few clouds
538,Gushikawa,26.3544,127.8686,72.63,83,40,19.57,JP,scattered clouds
539,Camana,-16.6228,-72.7111,62.69,80,50,5.88,PE,scattered clouds
540,Carmen,18.6333,-91.8333,81.77,84,100,9.01,MX,light rain
541,Magadan,59.5667,150.8,25.54,61,100,11.21,RU,overcast clouds
542,Bar,49.0772,27.6826,46.63,41,20,7.31,UA,few clouds
543,Bykovo,55.6361,38.0803,44.96,93,0,0.0,RU,clear sky
544,Kavieng,-2.5744,150.7967,83.14,75,80,15.14,PG,light rain
545,Tura,25.5198,90.2201,70.21,94,8,2.77,IN,clear sky
546,Valls,41.2861,1.2499,68.94,90,0,6.91,ES,clear sky
547,Do Gonbadan,30.3586,50.7981,64.49,68,0,0.0,IR,clear sky
548,Hambantota,6.1241,81.1185,75.54,100,20,5.75,LK,few clouds
549,Santa Rosalia,27.3167,-112.2833,76.32,51,0,10.02,MX,clear sky
550,Olafsvik,64.8945,-23.7142,43.86,69,76,11.79,IS,broken clouds
551,Mbumi,-7.9058,39.2105,69.62,92,27,1.12,TZ,scattered clouds
552,Akdepe,42.0551,59.3788,48.29,55,99,9.89,TM,overcast clouds
553,Mapastepec,15.4333,-92.9,78.49,90,100,3.67,MX,light rain
554,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.89,84,21,8.93,BR,few clouds
555,Prince Rupert,54.3161,-130.3201,55.49,94,100,32.21,CA,light rain
556,Valle De Allende,26.9333,-105.4,63.9,76,52,14.0,MX,light rain
557,Nouadhibou,20.931,-17.0347,73.49,72,100,19.33,MR,overcast clouds
558,Nedjo,9.5046,35.5019,54.88,95,100,2.01,ET,overcast clouds
559,Santa Maria,-29.6842,-53.8069,63.7,82,75,4.61,BR,broken clouds
560,Canto Do Buriti,-8.11,-42.9444,78.31,35,0,4.34,BR,clear sky
561,Tautira,-17.7333,-149.15,76.3,81,37,18.97,PF,light rain
562,Vanavara,60.34,102.2797,29.43,83,96,4.07,RU,overcast clouds
563,Bayji,34.9311,43.487,77.67,17,0,5.14,IQ,clear sky
564,Payo,-3.7508,103.6372,78.49,86,100,0.85,ID,overcast clouds
565,Venice,27.0998,-82.4543,80.01,88,11,1.99,US,few clouds
566,Banyo,6.75,11.8167,64.36,91,80,2.53,CM,broken clouds
567,Guangyuan,32.442,105.823,61.79,65,100,2.59,CN,overcast clouds
568,Emiliano Zapata,18.8333,-99.1833,70.14,83,66,2.84,MX,light rain
569,Skjervoy,70.0311,20.9714,37.4,77,100,22.46,NO,light rain
570,Hatillo,18.4863,-66.8254,78.08,91,0,1.99,PR,clear sky
571,Bosaso,11.2842,49.1816,77.88,72,0,7.09,SO,clear sky
572,Musafirkhana,26.3667,81.8,69.82,73,0,4.14,IN,clear sky
573,Coria,39.9879,-6.5377,67.44,65,1,5.08,ES,clear sky
574,Tabas,33.5959,56.9244,69.8,18,74,1.81,IR,broken clouds
575,Temyasovo,52.9933,58.1014,31.86,94,33,6.53,RU,scattered clouds
576,Miri,4.4148,114.0089,75.34,94,40,3.44,MY,scattered clouds
577,Shenzhen,22.5455,114.0683,73.26,85,100,16.42,CN,overcast clouds
578,Sironko,1.2313,34.2477,63.3,84,100,3.87,UG,overcast clouds
579,Kangaatsiaq,68.3065,-53.4641,40.26,88,100,27.29,GL,overcast clouds
580,Esperance,-33.8667,121.9,60.87,65,9,11.34,AU,clear sky
581,Muzhi,65.3667,64.6667,37.9,96,98,9.26,RU,overcast clouds
582,Tierranueva,21.6833,-100.5667,66.51,71,93,9.26,MX,overcast clouds
583,Sangre Grande,10.5835,-61.1177,81.18,83,66,4.99,TT,light rain
584,Pandamatenga,-18.5278,25.627,73.62,34,56,9.73,BW,broken clouds
585,Tabuk,17.4189,121.4443,81.07,80,100,1.05,PH,overcast clouds
586,Weinan,34.5036,109.5089,57.45,40,0,3.83,CN,clear sky
587,Middelburg,-25.7751,29.4648,63.12,56,41,4.21,ZA,scattered clouds
588,Ola,59.5833,151.2833,26.15,57,100,16.17,RU,overcast clouds
589,Doorn,52.0334,5.3457,59.41,96,100,5.23,NL,overcast clouds
590,Batangafo,7.3008,18.2833,69.94,96,100,2.01,CF,overcast clouds
591,Dicabisagan,17.0818,122.4157,83.46,78,100,2.21,PH,overcast clouds
592,Abbeville,50.1,1.8333,57.25,94,100,0.4,FR,overcast clouds
593,Kanniyakumari,8.0833,77.5667,76.75,90,100,14.45,IN,overcast clouds
594,Bam,29.106,58.357,71.26,13,27,8.79,IR,scattered clouds
595,Nha Trang,12.25,109.1833,80.6,78,100,2.75,VN,overcast clouds
596,San Fernando,15.0286,120.6898,85.73,74,89,4.05,PH,overcast clouds
597,Velasco Ibarra,-1.05,-79.6167,77.56,68,100,6.76,EC,overcast clouds
598,Bariri,-22.0744,-48.7403,79.05,75,100,13.49,BR,overcast clouds
599,Yar-Sale,66.8333,70.8333,34.81,91,53,13.42,RU,broken clouds
600,Monroe,43.1501,-77.6831,44.28,82,40,5.75,US,scattered clouds
601,Kabinda,-6.1333,24.4833,64.56,91,8,1.21,CD,clear sky
602,Saint-Paul,-21.0096,55.2707,68.09,84,59,1.59,RE,broken clouds
603,Maudaha,25.6833,80.1167,72.14,61,0,5.06,IN,clear sky
604,Molango,20.7833,-98.7167,60.15,98,99,2.82,MX,light rain
605,Ghatal,22.6667,87.7167,74.52,81,41,5.41,IN,scattered clouds
606,Yangjiang,21.85,111.9667,65.26,77,100,18.01,CN,light rain
607,Zhicheng,30.2956,111.5047,63.95,44,0,3.2,CN,clear sky
608,Chingirlau,51.095,54.0814,38.95,79,92,7.56,KZ,overcast clouds
609,Okakarara,-20.5833,17.4333,63.75,67,91,9.15,NA,overcast clouds
610,Solnechnyy,50.7214,136.6319,37.78,45,9,1.07,RU,clear sky
611,Ghanzi,-21.5667,21.7833,63.16,67,39,12.62,BW,scattered clouds
612,Srostki,52.4189,85.7022,40.19,86,100,5.68,RU,overcast clouds
613,Zhuzhou,27.8333,113.15,60.93,41,4,6.42,CN,clear sky
614,Staryy Nadym,65.6118,72.6842,37.18,89,100,9.42,RU,overcast clouds
615,Sinop,41.7711,34.8709,52.43,91,90,1.92,TR,overcast clouds
616,Punta Cardon,11.6581,-70.215,83.17,76,67,17.49,VE,broken clouds
617,Lujan,-34.5703,-59.105,62.02,79,100,4.0,AR,overcast clouds
618,Auch,43.65,0.5833,67.44,86,0,5.01,FR,clear sky
619,Moron,-34.6534,-58.6198,62.01,84,100,12.3,AR,overcast clouds
620,De Aar,-30.6497,24.0123,65.93,63,100,7.31,ZA,overcast clouds
621,Caravelas,-17.7125,-39.2481,74.08,83,0,7.02,BR,clear sky
622,Tecpan,14.7623,-90.9947,56.61,98,100,1.79,GT,light rain
623,Marsa Matruh,31.3525,27.2453,71.8,68,40,10.36,EG,scattered clouds
624,Barrhead,55.7992,-4.3929,51.33,87,27,3.44,GB,scattered clouds
625,Boguchany,58.3814,97.4531,36.07,99,100,4.99,RU,light rain
626,Muisne,0.6,-80.0333,74.19,84,91,8.28,EC,overcast clouds
627,Sisimiut,66.9395,-53.6735,38.68,92,100,12.03,GL,light rain
628,Hegang,47.4,130.3667,39.29,38,0,11.97,CN,clear sky
629,Along,28.1667,94.7667,65.39,65,4,0.98,IN,clear sky
630,Camacha,33.0833,-16.3333,69.22,78,20,17.27,PT,few clouds
631,Zhezkazgan,47.8043,67.7144,30.18,74,40,6.71,KZ,scattered clouds
632,Madang,-5.2246,145.7966,86.22,62,80,5.5,PG,broken clouds
633,Kyzyl-Suu,42.3414,78.0056,47.37,47,100,4.47,KG,overcast clouds
634,San Carlos De Bariloche,-41.1456,-71.3082,55.15,47,75,8.05,AR,broken clouds
635,Keelung,25.1283,121.7419,67.89,84,100,17.78,TW,overcast clouds
636,San Patricio,28.017,-97.5169,70.84,54,14,11.61,US,few clouds
637,Xai-Xai,-25.0519,33.6442,69.57,93,100,5.08,MZ,overcast clouds
638,Suez,29.9737,32.5263,67.6,72,0,6.98,EG,clear sky
639,Chokwe,-24.5333,32.9833,71.4,82,9,3.71,MZ,clear sky
640,Goksun,38.021,36.4973,54.52,67,19,7.54,TR,few clouds
641,Fuerte Olimpo,-21.0415,-57.8738,70.2,95,91,7.43,PY,overcast clouds
642,Caohe,30.2297,115.4335,62.15,39,0,0.6,CN,clear sky
643,Ous,60.9058,61.5186,42.17,89,100,8.41,RU,overcast clouds
644,Shache,38.4167,77.2406,52.65,18,100,0.72,CN,overcast clouds
645,Talmenka,53.8183,83.5677,39.38,92,84,6.2,RU,broken clouds
646,Kautokeino,69.0125,23.0412,33.94,76,100,13.09,NO,overcast clouds
647,Okha,53.5739,142.9478,37.56,57,100,19.35,RU,overcast clouds
648,Zastron,-30.3023,27.084,59.61,62,100,3.87,ZA,overcast clouds
649,Astana,51.1801,71.446,39.15,81,75,6.71,KZ,broken clouds
650,College,64.8569,-147.8028,42.58,77,0,0.0,US,clear sky
651,Hays,30.0502,-98.0336,67.39,54,11,3.0,US,few clouds
652,Calama,-22.4667,-68.9333,61.29,25,0,13.8,CL,clear sky
653,Shetpe,44.1667,52.1167,50.63,52,100,4.54,KZ,overcast clouds
654,Nalut,30.3333,10.85,66.42,55,0,7.96,LY,clear sky
655,Morant Bay,17.8815,-76.4093,83.82,81,0,2.17,JM,clear sky
656,Muroto,33.2833,134.15,69.8,63,27,7.49,JP,scattered clouds
657,Mehamn,71.0357,27.8492,40.95,87,75,19.57,NO,broken clouds
658,Itoman,26.1247,127.6694,73.42,83,75,32.21,JP,broken clouds
659,Imbituba,-28.24,-48.6703,64.09,84,100,5.66,BR,overcast clouds
660,Sarankhola,22.3082,89.7897,71.42,78,7,4.29,BD,clear sky
661,Lithakia,37.7167,20.8333,58.37,52,0,17.49,GR,clear sky
662,Salta,-24.7859,-65.4117,56.57,86,100,9.22,AR,light intensity drizzle
663,Tabou,4.423,-7.3528,76.28,89,100,4.79,CI,light rain
664,Behbahan,30.5959,50.2417,74.39,37,57,1.88,IR,broken clouds
665,Buchanan,5.8808,-10.0467,75.25,91,10,1.99,LR,moderate rain
666,Canico,32.6333,-16.85,74.01,89,40,24.16,PT,scattered clouds
667,Igra,57.5558,53.0547,38.77,96,100,11.05,RU,light rain
668,Yarada,17.65,83.2667,77.32,100,20,2.3,IN,mist
669,Paamiut,61.994,-49.6678,38.5,77,100,9.98,GL,overcast clouds
670,Pishin,30.5803,66.9961,56.93,16,0,1.48,PK,clear sky
671,Bubaque,11.2833,-15.8333,80.87,78,99,7.52,GW,overcast clouds
672,Ankazoabo,-22.2833,44.5167,70.14,58,0,4.25,MG,clear sky
673,Nome,64.5011,-165.4064,36.16,96,100,2.19,US,light rain
674,Bafoulabe,13.8065,-10.8321,78.85,68,13,1.97,ML,few clouds
675,Maneadero,31.7167,-116.5667,67.1,84,78,1.99,MX,broken clouds
676,Komsomolskiy,40.4272,71.7189,59.72,47,40,4.61,UZ,scattered clouds
677,Chapayevka,47.4711,36.3451,44.67,57,11,2.35,UA,few clouds
678,Egvekinot,66.3167,-179.1667,16.18,73,65,3.49,RU,broken clouds
679,Puerto Leguizamo,-0.1934,-74.7819,76.1,86,99,0.89,CO,overcast clouds
680,Lagunas,-5.2269,-75.6753,79.81,71,99,1.19,PE,overcast clouds
681,Bilibino,68.0546,166.4372,-0.49,96,80,2.13,RU,broken clouds
682,Araouane,18.9048,-3.5265,85.64,14,0,6.96,ML,clear sky
683,Ipixuna,-1.7625,-48.8043,74.73,95,23,4.9,BR,few clouds
684,San Gil,6.5557,-73.1331,67.8,95,100,0.89,CO,overcast clouds
685,Aktash,50.3,87.7333,26.58,94,100,1.41,RU,light snow
686,Omboue,-1.5746,9.2618,76.62,91,92,8.68,GA,light rain
687,Turayf,31.6725,38.6637,66.45,55,0,13.8,SA,clear sky
688,Livingston,55.9029,-3.5226,50.13,88,0,9.22,GB,clear sky
689,Porkhov,57.765,29.5561,44.89,88,100,2.68,RU,light rain
690,Shingu,33.7333,135.9833,72.66,53,17,3.49,JP,few clouds
